,condition
21079,1
21080,0
21081,1
21082,1
21083,1
21084,1
21085,1
21086,0
21087,2
21088,1
21089,0
21090,2
21091,1
21092,0
21093,0
21094,1
21095,2
21096,0
21097,1
21098,1
21099,1
21100,2
21101,0
21102,0
21103,1
21104,1
21105,1
21106,0
21107,2
21108,0
21109,1
21110,2
21111,2
21112,1
21113,1
21114,0
21115,2
21116,1
21117,0
21118,0
21119,0
21120,0
21121,2
21122,0
21123,0
21124,1
21125,1
21126,1
21127,1
21128,0
21129,1
21130,2
21131,1
21132,1
21133,2
21134,2
21135,0
21136,2
21137,2
21138,2
21139,0
21140,1
21141,0
21142,1
21143,1
21144,2
21145,2
21146,1
21147,2
21148,2
21149,0
21150,1
21151,1
21152,1
21153,1
21154,2
21155,0
21156,1
21157,0
21158,2
21159,2
21160,0
21161,1
21162,0
21163,2
21164,1
21165,1
21166,1
21167,1
21168,0
21169,2
21170,2
21171,1
21172,1
21173,0
21174,1
21175,2
21176,0
21177,1
21178,1
21179,1
21180,1
21181,1
21182,1
21183,1
21184,1
21185,0
21186,0
21187,0
21188,0
21189,0
21190,1
21191,1
21192,0
21193,1
21194,1
21195,2
21196,0
21197,1
21198,1
21199,2
21200,0
21201,0
21202,0
21203,2
21204,1
21205,1
21206,1
21207,2
21208,1
21209,1
21210,2
21211,0
21212,0
21213,0
21214,0
21215,1
21216,1
21217,1
21218,1
21219,1
21220,2
21221,2
21222,1
21223,1
21224,2
21225,1
21226,1
21227,1
21228,1
21229,1
21230,1
21231,0
21232,1
21233,0
21234,0
21235,1
21236,1
21237,0
21238,0
21239,1
21240,1
21241,2
21242,1
21243,0
21244,1
21245,0
21246,0
21247,0
21248,0
21249,2
21250,2
21251,2
21252,1
21253,1
21254,0
21255,1
21256,1
21257,1
21258,0
21259,1
21260,1
21261,1
21262,2
21263,2
21264,1
21265,0
21266,0
21267,1
21268,1
21269,1
21270,1
21271,0
21272,0
21273,1
21274,1
21275,2
21276,1
21277,2
21278,2
21279,1
21280,1
21281,1
21282,2
21283,1
21284,1
21285,0
21286,2
21287,1
21288,2
21289,1
21290,1
21291,2
21292,1
21293,0
21294,1
21295,1
21296,0
21297,0
21298,0
21299,1
21300,2
21301,1
21302,1
21303,1
21304,1
21305,2
21306,0
21307,2
21308,2
21309,1
21310,1
21311,1
21312,0
21313,0
21314,1
21315,0
21316,2
21317,1
21318,1
21319,0
21320,1
21321,0
21322,1
21323,1
21324,1
21325,1
21326,1
21327,0
21328,0
21329,1
21330,1
21331,0
21332,1
21333,1
21334,1
21335,1
21336,1
21337,0
21338,0
21339,2
21340,0
21341,1
21342,2
21343,1
21344,0
21345,1
21346,0
21347,1
21348,0
21349,1
21350,1
21351,0
21352,1
21353,0
21354,1
21355,2
21356,1
21357,0
21358,1
21359,0
21360,1
21361,1
21362,1
21363,0
21364,1
21365,1
21366,1
21367,1
21368,1
21369,1
21370,0
21371,2
21372,2
21373,1
21374,1
21375,1
21376,1
21377,1
21378,0
21379,0
21380,0
21381,1
21382,1
21383,1
21384,0
21385,1
21386,1
21387,1
21388,0
21389,1
21390,0
21391,1
21392,0
21393,0
21394,1
21395,1
21396,1
21397,0
21398,1
21399,0
21400,0
21401,1
21402,1
21403,1
21404,0
21405,1
21406,2
21407,1
21408,0
21409,1
21410,1
21411,0
21412,0
21413,0
21414,0
21415,0
21416,1
21417,1
21418,0
21419,1
21420,0
21421,1
21422,0
21423,1
21424,0
21425,1
21426,1
21427,2
21428,0
21429,2
21430,1
21431,1
21432,1
21433,2
21434,1
21435,1
21436,2
21437,0
21438,1
21439,1
21440,1
21441,1
21442,0
21443,0
21444,1
21445,1
21446,0
21447,1
21448,1
21449,1
21450,0
21451,0
21452,1
21453,0
21454,2
21455,2
21456,1
21457,2
21458,1
21459,1
21460,2
21461,1
21462,2
21463,1
21464,0
21465,1
21466,1
21467,1
21468,0
21469,0
21470,0
21471,1
21472,1
21473,1
21474,0
21475,1
21476,0
21477,0
21478,0
21479,0
21480,0
21481,1
21482,1
21483,0
21484,0
21485,1
21486,0
21487,0
21488,1
21489,1
21490,1
21491,2
21492,1
21493,0
21494,1
21495,1
21496,1
21497,1
21498,0
21499,1
21500,1
21501,0
21502,1
21503,1
21504,1
21505,1
21506,1
21507,0
21508,0
21509,0
21510,1
21511,0
21512,0
21513,0
21514,1
21515,0
21516,1
21517,0
21518,0
21519,1
21520,1
21521,1
21522,2
21523,0
21524,0
21525,0
21526,1
21527,2
21528,1
21529,0
21530,1
21531,0
21532,0
21533,1
21534,2
21535,1
21536,1
21537,1
21538,1
21539,2
21540,1
21541,0
21542,1
21543,1
21544,2
21545,0
21546,0
21547,1
21548,2
21549,2
21550,1
21551,1
21552,0
21553,0
21554,1
21555,0
21556,1
21557,0
21558,2
21559,1
21560,1
21561,0
21562,0
21563,1
21564,1
21565,2
21566,1
21567,2
21568,1
21569,2
21570,1
21571,1
21572,1
21573,1
21574,0
21575,1
21576,1
21577,0
21578,2
21579,0
21580,1
21581,2
21582,1
21583,0
21584,1
21585,1
21586,1
21587,1
21588,2
21589,1
21590,2
21591,1
21592,2
21593,2
21594,0
21595,1
21596,0
21597,1
21598,1
21599,1
21600,1
21601,0
21602,1
21603,1
21604,0
21605,1
21606,2
21607,2
21608,2
21609,0
21610,1
21611,1
21612,1
21613,1
21614,1
21615,1
21616,1
21617,0
21618,1
21619,1
21620,1
21621,0
21622,0
21623,1
21624,1
21625,1
21626,1
21627,1
21628,1
21629,0
21630,1
21631,1
21632,0
21633,0
21634,0
21635,1
21636,0
21637,1
21638,0
21639,2
21640,2
21641,2
21642,1
21643,1
21644,2
21645,0
21646,0
21647,1
21648,1
21649,2
21650,1
21651,0
21652,0
21653,0
21654,1
21655,0
21656,1
21657,1
21658,2
21659,1
21660,2
21661,0
21662,0
21663,1
21664,2
21665,1
21666,1
21667,1
21668,2
21669,1
21670,0
21671,1
21672,0
21673,0
21674,1
21675,1
21676,0
21677,1
21678,1
21679,1
21680,1
21681,1
21682,2
21683,2
21684,1
21685,1
21686,1
21687,0
21688,1
21689,1
21690,0
21691,1
21692,1
21693,2
21694,0
21695,1
21696,1
21697,1
21698,1
21699,1
21700,1
21701,0
21702,1
21703,1
21704,0
21705,1
21706,1
21707,2
21708,0
21709,2
21710,1
21711,0
21712,2
21713,1
21714,2
21715,1
21716,1
21717,0
21718,2
21719,1
21720,1
21721,1
21722,0
21723,1
21724,1
21725,1
21726,0
21727,1
21728,1
21729,0
21730,1
21731,0
21732,1
21733,1
21734,2
21735,0
21736,1
21737,0
21738,1
21739,0
21740,1
21741,0
21742,0
21743,2
21744,0
21745,0
21746,1
21747,2
21748,2
21749,0
21750,1
21751,0
21752,1
21753,1
21754,2
21755,1
21756,0
21757,0
21758,1
21759,1
21760,1
21761,0
21762,1
21763,0
21764,0
21765,1
21766,1
21767,0
21768,0
21769,1
21770,0
21771,0
21772,1
21773,1
21774,1
21775,0
21776,1
21777,1
21778,0
21779,1
21780,0
21781,1
21782,1
21783,1
21784,2
21785,0
21786,1
21787,1
21788,0
21789,1
21790,1
21791,0
21792,2
21793,0
21794,1
21795,0
21796,1
21797,2
21798,2
21799,1
21800,0
21801,1
21802,1
21803,0
21804,0
21805,1
21806,0
21807,0
21808,0
21809,1
21810,1
21811,2
21812,0
21813,0
21814,2
21815,0
21816,1
21817,0
21818,0
21819,2
21820,1
21821,0
21822,2
21823,0
21824,1
21825,2
21826,2
21827,1
21828,2
21829,1
21830,1
21831,1
21832,1
21833,0
21834,0
21835,1
21836,2
21837,0
21838,0
21839,0
21840,1
21841,1
21842,1
21843,0
21844,2
21845,2
21846,1
21847,1
21848,1
21849,2
21850,0
21851,1
21852,1
21853,1
21854,1
21855,0
21856,1
21857,2
21858,2
21859,1
21860,0
21861,1
21862,2
21863,1
21864,0
21865,1
21866,1
21867,1
21868,2
21869,2
21870,1
21871,1
21872,1
21873,0
21874,1
21875,1
21876,0
21877,0
21878,2
21879,1
21880,2
21881,1
21882,1
21883,1
21884,1
21885,1
21886,1
21887,1
21888,1
21889,1
21890,1
21891,1
21892,2
21893,0
21894,1
21895,0
21896,0
21897,2
21898,1
21899,2
21900,0
21901,0
21902,2
21903,1
21904,0
21905,1
21906,1
21907,1
21908,1
21909,0
21910,0
21911,1
21912,1
21913,0
21914,2
21915,1
21916,1
21917,1
21918,1
21919,1
21920,1
21921,1
21922,1
21923,1
21924,1
21925,1
21926,0
21927,1
21928,0
21929,1
21930,1
21931,2
21932,1
21933,0
21934,1
21935,1
21936,1
21937,2
21938,0
21939,1
21940,1
21941,0
21942,1
21943,1
21944,0
21945,1
21946,1
21947,2
21948,1
21949,1
21950,2
21951,1
21952,1
21953,1
21954,0
21955,1
21956,0
21957,0
21958,1
21959,0
21960,0
21961,1
21962,1
21963,0
21964,1
21965,1
21966,0
21967,1
21968,1
21969,1
21970,1
21971,1
21972,1
21973,1
21974,1
21975,1
21976,1
21977,1
21978,0
21979,1
21980,1
21981,1
21982,1
21983,1
21984,2
21985,0
21986,0
21987,1
21988,1
21989,1
21990,2
21991,0
21992,1
21993,1
21994,1
21995,0
21996,2
21997,1
21998,1
21999,1
22000,1
22001,1
22002,1
22003,1
22004,1
22005,1
22006,0
22007,2
22008,2
22009,0
22010,1
22011,2
22012,1
22013,1
22014,2
22015,2
22016,0
22017,1
22018,0
22019,0
22020,0
22021,1
22022,0
22023,1
22024,1
22025,1
22026,0
22027,0
22028,1
22029,0
22030,2
22031,1
22032,2
22033,1
22034,0
22035,2
22036,1
22037,1
22038,1
22039,0
22040,1
22041,0
22042,2
22043,1
22044,1
22045,1
22046,0
22047,0
22048,1
22049,0
22050,1
22051,0
22052,0
22053,2
22054,1
22055,0
22056,2
22057,0
22058,0
22059,1
22060,0
22061,1
22062,1
22063,0
22064,1
22065,0
22066,1
22067,2
22068,0
22069,2
22070,1
22071,0
22072,1
22073,2
22074,1
22075,1
22076,0
22077,1
22078,0
22079,1
22080,1
22081,1
22082,1
22083,1
22084,2
22085,2
22086,1
22087,2
22088,1
22089,1
22090,1
22091,1
22092,1
22093,1
22094,1
22095,0
22096,1
22097,2
22098,1
22099,0
22100,0
22101,1
22102,1
22103,1
22104,1
22105,2
22106,0
22107,1
22108,0
22109,0
22110,1
22111,2
22112,2
22113,2
22114,1
22115,2
22116,0
22117,1
22118,0
22119,0
22120,1
22121,2
22122,0
22123,0
22124,1
22125,2
22126,0
22127,0
22128,1
22129,1
22130,1
22131,0
22132,1
22133,1
22134,1
22135,1
22136,0
22137,0
22138,1
22139,2
22140,1
22141,1
22142,0
22143,1
22144,0
22145,0
22146,0
22147,2
22148,0
22149,1
22150,2
22151,1
22152,1
22153,2
22154,2
22155,1
22156,1
22157,0
22158,1
22159,1
22160,2
22161,1
22162,1
22163,1
22164,1
22165,1
22166,1
22167,0
22168,0
22169,1
22170,1
22171,1
22172,1
22173,2
22174,1
22175,0
22176,2
22177,1
22178,2
22179,1
22180,2
22181,2
22182,1
22183,0
22184,1
22185,0
22186,2
22187,0
22188,1
22189,0
22190,0
22191,2
22192,2
22193,1
22194,0
22195,1
22196,2
22197,1
22198,0
22199,0
22200,0
22201,0
22202,1
22203,1
22204,1
22205,1
22206,0
22207,1
22208,1
22209,0
22210,1
22211,2
22212,1
22213,1
22214,1
22215,1
22216,1
22217,2
22218,1
22219,1
22220,0
22221,2
22222,1
22223,1
22224,1
22225,1
22226,0
22227,0
22228,1
22229,1
22230,0
22231,0
22232,2
22233,1
22234,1
22235,1
22236,1
22237,2
22238,1
22239,1
22240,1
22241,1
22242,1
22243,0
22244,1
22245,1
22246,0
22247,2
22248,0
22249,1
22250,1
22251,1
22252,2
22253,1
22254,1
22255,0
22256,1
22257,2
22258,1
22259,0
22260,1
22261,0
22262,1
22263,1
22264,1
22265,0
22266,2
22267,1
22268,0
22269,0
22270,0
22271,1
22272,2
22273,2
22274,2
22275,2
22276,1
22277,1
22278,1
22279,0
22280,2
22281,1
22282,0
22283,1
22284,1
22285,1
22286,2
22287,1
22288,1
22289,1
22290,0
22291,1
22292,0
22293,0
22294,2
22295,2
22296,1
22297,2
22298,1
22299,2
22300,1
22301,1
22302,0
22303,1
22304,0
22305,1
22306,1
22307,1
22308,2
22309,1
22310,1
22311,1
22312,0
22313,1
22314,0
22315,1
22316,2
22317,1
22318,1
22319,0
22320,1
22321,1
22322,1
22323,1
22324,1
22325,0
22326,0
22327,1
22328,1
22329,1
22330,1
22331,1
22332,0
22333,1
22334,0
22335,0
22336,0
22337,1
22338,1
22339,1
22340,0
22341,1
22342,2
22343,1
22344,1
22345,1
22346,1
22347,1
22348,1
22349,1
22350,2
22351,1
22352,2
22353,1
22354,1
22355,2
22356,1
22357,1
22358,0
22359,1
22360,1
22361,0
22362,0
22363,1
22364,0
22365,0
22366,0
22367,1
22368,1
22369,1
22370,0
22371,0
22372,0
22373,1
22374,1
22375,1
22376,1
22377,1
22378,1
22379,1
22380,1
22381,0
22382,1
22383,1
22384,1
22385,1
22386,1
22387,1
22388,1
22389,1
22390,2
22391,1
22392,0
22393,1
22394,1
22395,1
22396,0
22397,1
22398,2
22399,1
22400,2
22401,0
22402,0
22403,1
22404,1
22405,1
22406,1
22407,1
22408,0
22409,1
22410,1
22411,1
22412,0
22413,1
22414,1
22415,0
22416,1
22417,2
22418,1
22419,1
22420,1
22421,0
22422,1
22423,1
22424,1
22425,0
22426,0
22427,0
22428,2
22429,1
22430,1
22431,1
22432,0
22433,1
22434,1
22435,1
22436,0
22437,0
22438,0
22439,2
22440,0
22441,1
22442,1
22443,1
22444,2
22445,1
22446,1
22447,1
22448,0
22449,1
22450,0
22451,0
22452,1
22453,1
22454,0
22455,0
22456,0
22457,1
22458,0
22459,1
22460,2
22461,2
22462,1
22463,1
22464,1
22465,2
22466,0
22467,0
22468,1
22469,0
22470,1
22471,0
22472,1
22473,1
22474,1
22475,1
22476,2
22477,1
22478,1
22479,1
22480,0
22481,0
22482,1
22483,1
22484,0
22485,2
22486,1
22487,1
22488,2
22489,1
22490,1
22491,0
22492,2
22493,0
22494,2
22495,1
22496,0
22497,1
22498,1
22499,1
22500,1
22501,1
22502,1
22503,0
22504,0
22505,2
22506,0
22507,1
22508,1
22509,2
22510,1
22511,1
22512,1
22513,0
22514,1
22515,1
22516,2
22517,1
22518,1
22519,1
22520,0
22521,1
22522,1
22523,1
22524,0
22525,1
22526,1
22527,1
22528,1
22529,1
22530,0
22531,0
22532,1
22533,0
22534,2
22535,2
22536,1
22537,2
22538,2
22539,2
22540,1
22541,1
22542,0
22543,1
22544,1
22545,0
22546,0
22547,1
22548,1
22549,1
22550,1
22551,1
22552,2
22553,1
22554,1
22555,0
22556,1
22557,1
22558,1
22559,1
22560,1
22561,1
22562,1
22563,1
22564,0
22565,1
22566,1
22567,1
22568,1
22569,2
22570,1
22571,0
22572,0
22573,0
22574,2
22575,1
22576,1
22577,0
22578,2
22579,1
22580,0
22581,2
22582,1
22583,0
22584,2
22585,1
22586,0
22587,0
22588,0
22589,2
22590,1
22591,1
22592,1
22593,1
22594,1
22595,2
22596,0
22597,1
22598,0
22599,1
22600,0
22601,0
22602,1
22603,1
22604,1
22605,1
22606,1
22607,1
22608,1
22609,0
22610,1
22611,0
22612,1
22613,1
22614,1
22615,1
22616,1
22617,0
22618,1
22619,1
22620,1
22621,1
22622,1
22623,0
22624,1
22625,2
22626,2
22627,0
22628,2
22629,1
22630,1
22631,1
22632,0
22633,1
22634,2
22635,1
22636,1
22637,2
22638,1
22639,1
22640,2
22641,2
22642,2
22643,2
22644,0
22645,1
22646,1
22647,2
22648,1
22649,1
22650,0
22651,1
22652,1
22653,0
22654,1
22655,1
22656,1
22657,0
22658,0
22659,1
22660,0
22661,2
22662,1
22663,0
22664,2
22665,1
22666,1
22667,1
22668,0
22669,0
22670,0
22671,1
22672,1
22673,0
22674,1
22675,0
22676,0
22677,0
22678,0
22679,1
22680,1
22681,1
22682,1
22683,1
22684,0
22685,2
22686,1
22687,1
22688,2
22689,1
22690,2
22691,1
22692,2
22693,2
22694,1
22695,1
22696,0
22697,1
22698,1
22699,1
22700,1
22701,1
22702,2
22703,1
22704,1
22705,0
22706,0
22707,1
22708,1
22709,1
22710,2
22711,1
22712,1
22713,0
22714,1
22715,2
22716,0
22717,1
22718,1
22719,1
22720,0
22721,2
22722,0
22723,0
22724,1
22725,2
22726,1
22727,1
22728,0
22729,0
22730,2
22731,1
22732,1
22733,0
22734,1
22735,1
22736,0
22737,0
22738,1
22739,2
22740,1
22741,1
22742,2
22743,2
22744,1
22745,1
22746,2
22747,1
22748,1
22749,1
22750,0
22751,0
22752,0
22753,2
22754,0
22755,1
22756,1
22757,1
22758,1
22759,0
22760,0
22761,0
22762,1
22763,1
22764,1
22765,2
22766,1
22767,1
22768,1
22769,0
22770,0
22771,1
22772,1
22773,1
22774,1
22775,0
22776,0
22777,2
22778,1
22779,1
22780,0
22781,1
22782,2
22783,1
22784,0
22785,1
22786,1
22787,1
22788,1
22789,1
22790,1
22791,1
22792,1
22793,0
22794,0
22795,1
22796,0
22797,1
22798,0
22799,2
22800,0
22801,1
22802,0
22803,1
22804,2
22805,1
22806,1
22807,1
22808,1
22809,0
22810,0
22811,1
22812,1
22813,2
22814,2
22815,1
22816,2
22817,1
22818,1
22819,1
22820,2
22821,0
22822,1
22823,1
22824,0
22825,2
22826,2
22827,1
22828,1
22829,1
22830,1
22831,0
22832,0
22833,1
22834,1
22835,0
22836,2
22837,2
22838,1
22839,1
22840,1
22841,1
22842,0
22843,0
22844,1
22845,0
22846,1
22847,1
22848,1
22849,2
22850,2
22851,1
22852,1
22853,0
22854,1
22855,1
22856,2
22857,1
22858,0
22859,1
22860,2
22861,1
22862,0
22863,1
22864,1
22865,2
22866,0
22867,1
22868,1
22869,1
22870,2
22871,2
22872,0
22873,0
22874,0
22875,1
22876,2
22877,0
22878,2
22879,1
22880,1
22881,0
22882,1
22883,1
22884,1
22885,1
22886,0
22887,1
22888,0
22889,1
22890,1
22891,1
22892,0
22893,1
22894,1
22895,1
22896,1
22897,1
22898,0
22899,1
22900,1
22901,1
22902,0
22903,0
22904,0
22905,2
22906,0
22907,2
22908,2
22909,1
22910,0
22911,0
22912,2
22913,1
22914,1
22915,0
22916,0
22917,0
22918,1
22919,1
22920,0
22921,1
22922,1
22923,0
22924,1
22925,1
22926,0
22927,1
22928,1
22929,1
22930,1
22931,1
22932,1
22933,1
22934,0
22935,1
22936,0
22937,2
22938,0
22939,2
22940,1
22941,0
22942,1
22943,1
22944,0
22945,1
22946,1
22947,1
22948,0
22949,0
22950,1
22951,0
22952,1
22953,0
22954,0
22955,1
22956,1
22957,2
22958,1
22959,0
22960,0
22961,1
22962,2
22963,1
22964,1
22965,1
22966,1
22967,1
22968,0
22969,2
22970,1
22971,1
22972,1
22973,0
22974,2
22975,1
22976,1
22977,1
22978,2
22979,1
22980,1
22981,0
22982,1
22983,1
22984,2
22985,1
22986,1
22987,0
22988,1
22989,2
22990,0
22991,1
22992,2
22993,0
22994,2
22995,1
22996,0
22997,1
22998,0
22999,1
23000,1
23001,0
23002,0
23003,1
23004,1
23005,0
23006,1
23007,1
23008,2
23009,0
23010,0
23011,0
23012,0
23013,0
23014,1
23015,1
23016,0
23017,1
23018,1
23019,0
23020,1
23021,0
23022,0
23023,1
23024,0
23025,0
23026,0
23027,1
23028,0
23029,0
23030,1
23031,1
23032,1
23033,1
23034,0
23035,2
23036,1
23037,0
23038,0
23039,1
23040,1
23041,1
23042,0
23043,1
23044,0
23045,0
23046,2
23047,1
23048,1
23049,0
23050,1
23051,1
23052,0
23053,0
23054,0
23055,1
23056,2
23057,1
23058,1
23059,1
23060,1
23061,2
23062,1
23063,1
23064,0
23065,1
23066,1
23067,1
23068,1
23069,1
23070,0
23071,0
23072,1
23073,1
23074,1
23075,2
23076,1
23077,0
23078,0
23079,1
23080,1
23081,0
23082,1
23083,2
23084,1
23085,1
23086,1
23087,0
23088,1
23089,2
23090,1
23091,0
23092,1
23093,1
23094,1
23095,2
23096,1
23097,0
23098,1
23099,0
23100,1
23101,1
23102,2
23103,1
23104,1
23105,1
23106,1
23107,2
23108,1
23109,0
23110,1
23111,1
23112,1
23113,1
23114,0
23115,1
23116,2
23117,1
23118,2
23119,0
23120,2
23121,1
23122,2
23123,0
23124,0
23125,2
23126,1
23127,1
23128,0
23129,2
23130,1
23131,1
23132,1
23133,0
23134,1
23135,0
23136,1
23137,1
23138,1
23139,1
23140,2
23141,1
23142,2
23143,2
23144,2
23145,1
23146,0
23147,1
23148,1
23149,1
23150,1
23151,0
23152,0
23153,1
23154,0
23155,2
23156,2
23157,0
23158,0
23159,1
23160,0
23161,0
23162,1
23163,2
23164,2
23165,1
23166,2
23167,2
23168,1
23169,2
23170,1
23171,1
23172,1
23173,1
23174,1
23175,1
23176,0
23177,1
23178,0
23179,0
23180,0
23181,1
23182,1
23183,1
23184,1
23185,1
23186,2
23187,1
23188,1
23189,0
23190,1
23191,0
23192,1
23193,1
23194,1
23195,0
23196,2
23197,1
23198,2
23199,0
23200,1
23201,2
23202,2
23203,1
23204,1
23205,1
23206,1
23207,0
23208,2
23209,0
23210,1
23211,1
23212,2
23213,1
23214,0
23215,2
23216,1
23217,0
23218,1
23219,0
23220,0
23221,0
23222,2
23223,0
23224,0
23225,0
23226,0
23227,2
23228,1
23229,0
23230,1
23231,1
23232,1
23233,2
23234,2
23235,2
23236,1
23237,2
23238,1
23239,2
23240,1
23241,1
23242,1
23243,1
23244,0
23245,0
23246,0
23247,2
23248,1
23249,1
23250,1
23251,1
23252,2
23253,1
23254,1
23255,1
23256,2
23257,1
23258,1
23259,1
23260,1
23261,1
23262,1
23263,0
23264,1
23265,0
23266,1
23267,0
23268,1
23269,1
23270,1
23271,2
23272,0
23273,1
23274,1
23275,2
23276,1
23277,2
23278,0
23279,0
